idd,species_id,version_id,flavor_text
9543,463,13,"It wraps things with its extensible
tongue. Getting too close to it
will leave you soaked with drool."
9544,463,14,"The long tongue is always soggy
with slobber. The saliva contains
a solvent that causes numbness."
9545,463,15,"Its saliva can decompose anything.
It wraps its long tongue around things
to coat them with its sticky saliva."
9546,463,16,"It has space in its throat to store
saliva. It can also roll up its tongue
and store it in the same spot."
9547,463,17,"The long tongue is always soggy
with slobber. The saliva contains
a solvent that causes numbness."
9548,463,18,"The long tongue is always soggy
with slobber. The saliva contains
a solvent that causes numbness."
9549,463,21,"Their saliva contains lots of components
that can dissolve anything. The numbness
caused by their lick does not dissipate."
9550,463,22,"Their saliva contains lots of components
that can dissolve anything. The numbness
caused by their lick does not dissipate."
9551,463,23,"It wraps things with its extensible tongue. Getting
too close to it will leave you soaked with drool."
9552,463,24,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate."
9553,463,25,"It wraps things with its extensible tongue. Getting
too close to it will leave you soaked with drool."
9554,463,26,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate."
9555,463,29,"A contest is under way to determine which one
can stick its tongue out the farthest. The
current record is...more than 82 feet."
9556,464,12,"It puts rocks in holes in its palms
and uses its muscles to shoot them.
GEODUDE are shot at rare times."
9557,464,13,"It puts rocks in holes in its palms
and uses its muscles to shoot them.
GEODUDE are shot at rare times."
9558,464,14,"It can launch a rock held in its
hand like a missile by tightening
then expanding muscles instantly."
9559,464,15,"From holes in its palms, it fires out
GEODUDE. Its carapace 
can withstand volcanic eruptions."
9560,464,16,"From holes in its palms, it fires out
GEODUDE. Its carapace 
can withstand volcanic eruptions."
9561,464,17,"It can launch a rock held in its
hand like a missile by tightening
then expanding muscles instantly."
9562,464,18,"It can launch a rock held in its
hand like a missile by tightening
then expanding muscles instantly."
9563,464,21,"It can launch a rock held in its
hand like a missile by tightening
then expanding muscles instantly."
9564,464,22,"It can launch a rock held in its
hand like a missile by tightening
then expanding muscles instantly."
9565,464,23,"From holes in its palms, it fires out Geodude.
Its carapace can withstand volcanic eruptions."
9566,464,24,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times."
9567,464,25,"From holes in its palms, it fires out Geodude.
Its carapace can withstand volcanic eruptions."
9568,464,26,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times."
9569,465,12,"It ensnares prey by extending
arms made of vines. Losing arms to
predators does not trouble it."
9570,465,13,"It ensnares prey by extending
arms made of vines. Losing arms to
predators does not trouble it."
9571,465,14,"Its arms are made of plants that
bind themselves to things. They
grow back right away if cut."
9572,465,15,"When it remains still, it appears to be a
large shrub. Unsuspecting prey that
wander near get ensnared by its vines."
9573,465,16,"Its vines grow so profusely that, in the
warm season, you can’t even see
its eyes."
9574,465,17,"Its arms are made of plants that
bind themselves to things. They
grow back right away if cut."
9575,465,18,"Its arms are made of plants that
bind themselves to things. They
grow back right away if cut."
9576,465,21,"Even if one of its arms is eaten,
it’s fine. The Pokémon regenerates
quickly and will go right back to normal."
9577,465,22,"Even if one of its arms is eaten,
it’s fine. The Pokémon regenerates
quickly and will go right back to normal."
9578,465,23,"It ensnares prey by extending arms made of vines.
Losing arms to predators does not trouble it."
9579,465,24,"Its vines grow so profusely that, in the warm
season, you can’t even see its eyes."
9580,465,25,"It ensnares prey by extending arms made of vines.
Losing arms to predators does not trouble it."
9581,465,26,"Its vines grow so profusely that, in the warm
season, you can’t even see its eyes."
9582,466,12,"It pushes the tips of its two tails
against the foe, then lets loose
with over 20,000 volts of power."
9583,466,13,"It pushes the tips of its two tails
against the foe, then lets loose
with over 20,000 volts of power."
9584,466,14,"Heedless of enemy attacks, it
closes in, shoves its tails onto the
foe, then looses high voltage."
9585,466,15,"As its electric charge amplifies,
blue sparks begin to crackle between
its horns."
9586,466,16,"As its electric charge amplifies,
blue sparks begin to crackle between
its horns."
9587,466,17,"Heedless of enemy attacks, it
closes in, shoves its tails onto the
foe, then looses high voltage."
9588,466,18,"Heedless of enemy attacks, it
closes in, shoves its tails onto the
foe, then looses high voltage."
9589,466,21,"The instant it presses the tips of its
tails onto an opponent, it sends over
20,000 volts of electricity into the foe."
9590,466,22,"The instant it presses the tips of its
tails onto an opponent, it sends over
20,000 volts of electricity into the foe."
9591,466,23,"As its electric charge amplifies, blue sparks begin
to crackle between its horns."
9592,466,24,"It pushes the tips of its two tails against the foe,
then lets loose with over 20,000 volts of power."
9593,466,25,"As its electric charge amplifies, blue sparks begin
to crackle between its horns."
9594,466,26,"It pushes the tips of its two tails against the foe,
then lets loose with over 20,000 volts of power."
9595,466,28,"When it gets excited, it thumps its chest. With
every thud, thunder roars and electric sparks
shower all around."
9596,466,29,"It grips its tail, which spews electricity, and
then beats down opponents with the power of
its electrified fist."
9597,467,12,"It blasts fireballs of over 3,600
degrees F from the ends of its
arms. It lives in volcanic craters."
9598,467,13,"It blasts fireballs of over 3,600
degrees F from the ends of its
arms. It lives in volcanic craters."
9599,467,14,"When launching 3,600 degrees F
fireballs, its body takes on a
whitish hue from the intense heat."
9600,467,15,"It blasts fireballs of over
3,600 degrees Fahrenheit out of its
arms. Its breath also sears and sizzles."
9601,467,16,"It blasts fireballs of over
3,600 degrees Fahrenheit out of its
arms. Its breath also sears and sizzles."
9602,467,17,"When launching 3,600 degrees F
fireballs, its body takes on a
whitish hue from the intense heat."
9603,467,18,"When launching 3,600 degrees F
fireballs, its body takes on a
whitish hue from the intense heat."
9604,467,21,"When shooting 3,600 degree F fireballs
from its arms, its body takes on a
whitish hue from the intense heat."
9605,467,22,"When shooting 3,600 degree F fireballs
from its arms, its body takes on a
whitish hue from the intense heat."
9606,467,23,"It blasts fireballs of over 3,600 degrees Fahrenheit
from the ends of its arms. It lives in
volcanic craters."
9607,467,24,"It blasts fireballs of over 3,600 degrees Fahrenheit
out of its arms. Its breath also sears and sizzles."
9608,467,25,"It blasts fireballs of over 3,600 degrees Fahrenheit
from the ends of its arms. It lives in
volcanic craters."
9609,467,26,"It blasts fireballs of over 3,600 degrees Fahrenheit
out of its arms. Its breath also sears and sizzles."
9610,467,28,"From its arm, it launches fireballs hotter than
3,500 degrees Fahrenheit. Its arm starts to
melt when it fires a whole barrage."
9611,467,29,"There are still quite a few factories that rely on
the flames provided by Magmortar to
process metals."
9612,468,12,"It will never appear where there
is strife. Its sightings have
become rare recently."
9613,468,13,"It will never appear where there
is strife. Its sightings have
become rare recently."
9614,468,14,"It shares many blessings with
people who respect one another’s
rights and avoid needless strife."
9615,468,15,"As everyone knows, it visits peaceful
regions, bringing them gifts of kindness
and sweet blessings."
9616,468,16,"As everyone knows, it visits peaceful
regions, bringing them gifts of kindness
and sweet blessings."
9617,468,17,"It shares many blessings with
people who respect one another’s
rights and avoid needless strife."
9618,468,18,"It shares many blessings with
people who respect one another’s
rights and avoid needless strife."
9619,468,21,"It shares many blessings with
people who respect one another’s
rights and avoid needless strife."
9620,468,22,"It shares many blessings with
people who respect one another’s
rights and avoid needless strife."
9621,468,23,"As everyone knows, it visits peaceful regions,
bringing them gifts of kindness and
sweet blessings."
9622,468,24,"It shares many blessings with people who respect
one another’s rights and avoid needless strife."
9623,468,25,"As everyone knows, it visits peaceful regions,
bringing them gifts of kindness and
sweet blessings."
9624,468,26,"It shares many blessings with people who respect
one another’s rights and avoid needless strife."
9625,469,12,"By churning its wings, it creates
shock waves that inflict critical
internal injuries to foes."
9626,469,13,"By churning its wings, it creates
shock waves that inflict critical
internal injuries to foes."
9627,469,14,"Its jaw power is incredible. It is
adept at biting apart foes while
flying by at high speed."
9628,469,15,"This six-legged Pokémon is easily capable
of transporting an adult in flight. The
wings on its tail help it stay balanced."
9629,469,16,"The beat of its wings is so powerful that
it accidentally dislodges full-grown
trees when it takes off in flight."
9630,469,17,"Its jaw power is incredible. It is
adept at biting apart foes while
flying by at high speed."
9631,469,18,"Its jaw power is incredible. It is
adept at biting apart foes while
flying by at high speed."
9632,469,21,"It prefers to battle by biting
apart foes’ heads instantly
while flying by at high speed."
9633,469,22,"It prefers to battle by biting
apart foes’ heads instantly
while flying by at high speed."
9634,469,23,"It prefers to battle by biting apart foes’ heads
instantly while flying by at high speed."
9635,469,24,"This six-legged Pokémon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced."
9636,469,25,"It prefers to battle by biting apart foes’ heads
instantly while flying by at high speed."
9637,469,26,"This six-legged Pokémon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced."
9638,470,12,"Just like a plant, it uses
photosynthesis. As a result, it is
always enveloped in clear air."
9639,470,13,"Just like a plant, it uses
photosynthesis. As a result, it is
always enveloped in clear air."
9640,470,14,"It basically does not fight. With
cells similar to those of plants, it
can perform photosynthesis."
9641,470,15,"When you see LEAFEON asleep in a patch
of sunshine, you’ll know it is using
photosynthesis to produce clean air."
9642,470,16,"When you see LEAFEON asleep in a patch
of sunshine, you’ll know it is using
photosynthesis to produce clean air."
9643,470,17,"It basically does not fight. With
cells similar to those of plants, it
can perform photosynthesis."
9644,470,18,"It basically does not fight. With
cells similar to those of plants, it
can perform photosynthesis."
9645,470,21,"With cells similar to those of plants,
it performs photosynthesis inside its
body and creates pure air."
9646,470,22,"With cells similar to those of plants,
it performs photosynthesis inside its
body and creates pure air."
9647,470,23,"When you see Leafeon asleep in a patch of
sunshine, you’ll know it is using photosynthesis
to produce clean air."
9648,470,24,"Just like a plant, it uses photosynthesis. As a result,
it is always enveloped in clear air."
9649,470,25,"When you see Leafeon asleep in a patch of
sunshine, you’ll know it is using photosynthesis
to produce clean air."
9650,470,26,"Just like a plant, it uses photosynthesis. As a result,
it is always enveloped in clear air."
9651,470,28,"The younger they are, the more they smell like
fresh grass. With age, their fragrance takes on
the odor of fallen leaves."
9652,470,29,"Although it doesn’t like disputes, it will sharpen
the leaf on its tail into a blade and fight if it has
to protect its friends."
9653,471,12,"As a protective technique, it can
completely freeze its fur to make
its hairs stand like needles."
9654,471,13,"As a protective technique, it can
completely freeze its fur to make
its hairs stand like needles."
9655,471,14,"By controlling its body heat, it can
freeze the atmosphere around it
to make a diamond-dust flurry."
9656,471,15,"It causes small ice crystals to form by
lowering the temperature of the
surrounding atmosphere."
9657,471,16,"It causes small ice crystals to form by
lowering the temperature of the
surrounding atmosphere."
9658,471,17,"By controlling its body heat, it can
freeze the atmosphere around it
to make a diamond-dust flurry."
9659,471,18,"By controlling its body heat, it can
freeze the atmosphere around it
to make a diamond-dust flurry."
9660,471,21,"It lowers its body heat to freeze its
fur. The hairs then become like needles
it can fire."
9661,471,22,"It lowers its body heat to freeze its
fur. The hairs then become like needles
it can fire."
9662,471,23,"By controlling its body heat, it can freeze the
atmosphere around it to make a
diamond-dust flurry."
9663,471,24,"It lowers its body heat to freeze its fur. The hairs
then become like needles it can fire."
9664,471,25,"By controlling its body heat, it can freeze the
atmosphere around it to make a
diamond-dust flurry."
9665,471,26,"It lowers its body heat to freeze its fur. The hairs
then become like needles it can fire."
9666,471,28,"It freezes its fur into icicles, spiky and sharp,
and tackles its prey."
9667,471,29,"It protects itself by freezing its fur into sharp
needles. It can drop its body temperature below
–75 degrees Fahrenheit."
9668,472,12,"It observes prey while hanging
inverted from branches. When the
chance presents itself, it swoops!"
9669,472,13,"It observes prey while hanging
inverted from branches. When the
chance presents itself, it swoops!"
9670,472,14,"If it succeeds in catching even a
faint breeze properly, it can circle
the globe without flapping once."
9671,472,15,"Its flight is soundless. It uses its
lengthy tail to carry off its prey...
Then its elongated fangs do the rest."
9672,472,16,"Its flight is soundless. It uses its
lengthy tail to carry off its prey...
Then its elongated fangs do the rest."
9673,472,17,"If it succeeds in catching even a
faint breeze properly, it can circle
the globe without flapping once."
9674,472,18,"If it succeeds in catching even a
faint breeze properly, it can circle
the globe without flapping once."
9675,472,21,"It dances silently through the sky.
When it approaches prey, it can
land a critical hit in an instant."
9676,472,22,"It dances silently through the sky.
When it approaches prey, it can
land a critical hit in an instant."
9677,472,23,"It observes prey while hanging inverted from
branches. When the chance presents itself,
it swoops!"
9678,472,24,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest."
9679,472,25,"It observes prey while hanging inverted from
branches. When the chance presents itself,
it swoops!"
9680,472,26,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest."
9681,473,12,"Its impressive tusks are made of
ice. The population thinned when it
turned warm after the ice age."
9682,473,13,"Its impressive tusks are made of
ice. The population thinned when it
turned warm after the ice age."
9683,473,14,"A frozen one was dug up from
soil dating back 10,000 years. It
woke up to much amazement."
9684,473,15,"A frozen MAMOSWINE was dug from ice
dating back 10,000 years. This Pokémon
has been around a long, long, long time."
9685,473,16,"It flourished worldwide during the
ice age but its population declined when
the masses of ice began to dwindle."
9686,473,17,"A frozen one was dug up from
soil dating back 10,000 years. It
woke up to much amazement."
9687,473,18,"A frozen one was dug up from
soil dating back 10,000 years. It
woke up to much amazement."
9688,473,21,"When the temperature rose at
the end of the ice age, most
Mamoswine disappeared."
9689,473,22,"When the temperature rose at
the end of the ice age, most
Mamoswine disappeared."
9690,473,23,"A frozen Mamoswine was dug from ice dating back
10,000 years. This Pokémon has been around a
long, long, long time."
9691,473,24,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age."
9692,473,25,"A frozen Mamoswine was dug from ice dating back
10,000 years. This Pokémon has been around a
long, long, long time."
9693,473,26,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age."
9694,474,12,"Additional software was installed
to make it a better Pokémon.
It began acting oddly, however."
9695,474,13,"Additional software was installed
to make it a better Pokémon.
It began acting oddly, however."
9696,474,14,"Its programming was modified to
enable work in alien dimensions.
It did not work as planned."
9697,474,15,"Its programming was modified to enable
it to travel through alien dimensions.
Seems there might have been an error..."
9698,474,16,"Its programming was modified to enable
it to travel through alien dimensions.
Seems there might have been an error..."
9699,474,17,"Its programming was modified to
enable work in alien dimensions.
It did not work as planned."
9700,474,18,"Its programming was modified to
enable work in alien dimensions.
It did not work as planned."
9701,474,21,"Its programming was modified to
enable work in alien dimensions.
It did not work as planned."
9702,474,22,"Its programming was modified to
enable work in alien dimensions.
It did not work as planned."
9703,474,23,"Additional software was installed to make it a better
Pokémon. It began acting oddly, however."
9704,474,24,"Its programming was modified to enable it to travel
through alien dimensions. Seems there might have
been an error..."
9705,474,25,"Additional software was installed to make it a better
Pokémon. It began acting oddly, however."
9706,474,26,"Its programming was modified to enable it to travel
through alien dimensions. Seems there might have
been an error..."
9707,474,28,"Its program was modified to facilitate
extra-dimensional activities, but that led to
noticeably strange behavior."
9708,474,29,"Its behavior is noticeably unstable, which is
apparently due to the incompetence of the
engineer who updated its programming."
9709,475,12,"A master of courtesy and
swordsmanship, it fights using
extending swords on its elbows."
9710,475,13,"A master of courtesy and
swordsmanship, it fights using
extending swords on its elbows."
9711,475,14,"When trying to protect someone,
it extends its elbows as if they
were swords and fights savagely."
9712,475,15,"Because it can sense what its foe
is thinking, its attacks burst out
first, fast, and fierce."
9713,475,16,"Because it can sense what its foe
is thinking, its attacks burst out
first, fast, and fierce."
9714,475,17,"When trying to protect someone,
it extends its elbows as if they
were swords and fights savagely."
9715,475,18,"When trying to protect someone,
it extends its elbows as if they
were swords and fights savagely."
9716,475,21,"When trying to protect someone,
it extends its elbows as if they
were swords and fights savagely."
9717,475,22,"When trying to protect someone,
it extends its elbows as if they
were swords and fights savagely."
9718,475,23,"Because it can sense what its foe is thinking,
its attacks burst out first, fast, and fierce."
9719,475,24,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows."
9720,475,25,"Because it can sense what its foe is thinking,
its attacks burst out first, fast, and fierce."
9721,475,26,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows."
9722,476,12,"It exudes strong magnetism from
all over. It controls three small
units called Mini-Noses."
9723,476,13,"It exudes strong magnetism from
all over. It controls three small
units called Mini-Noses."
9724,476,14,"It freely controls three small
units called Mini-Noses using
magnetic force."
9725,476,15,"It controls three units called Mini-Noses
using magnetic force. With them, it can
attack the foe from three directions."
9726,476,16,"It controls three units called Mini-Noses
using magnetic force. With them, it can
attack the foe from three directions."
9727,476,17,"It freely controls three small
units called Mini-Noses using
magnetic force."
9728,476,18,"It freely controls three small
units called Mini-Noses using
magnetic force."
9729,476,21,"It freely controls three units
called Mini-Noses using
magnetic force."
9730,476,22,"It freely controls three units
called Mini-Noses using
magnetic force."
9731,476,23,"It exudes strong magnetism from all over.
It controls three small units called Mini-Noses."
9732,476,24,"It freely controls three small units called Mini-Noses
using magnetic force."
9733,476,25,"It exudes strong magnetism from all over.
It controls three small units called Mini-Noses."
9734,476,26,"It freely controls three small units called Mini-Noses
using magnetic force."
9735,476,28,"The main body controls three mobile units called
Mini-Noses, which it maneuvers to catch prey."
9736,476,29,"Although it can control its units known as
Mini-Noses, they sometimes get lost and don’t
come back."
9737,477,12,"The antenna on its head captures
radio waves from the world of spirits
that command it to take people there."
9738,477,13,"The antenna on its head captures
radio waves from the world of spirits
that command it to take people there."
9739,477,14,"It is said to take lost spirits
into its pliant body and guide
them home."
9740,477,15,"This feared Pokémon is said to travel to
worlds unknown. Some even believe that
it takes lost spirits along with it."
9741,477,16,"This feared Pokémon is said to travel to
worlds unknown. Some even believe that
it takes lost spirits along with it."
9742,477,17,"It is said to take lost spirits
into its pliant body and guide
them home."
9743,477,18,"It is said to take lost spirits
into its pliant body and guide
them home."
9744,477,21,"It is said to take lost spirits
into its pliant body and guide
them home."
9745,477,22,"It is said to take lost spirits
into its pliant body and guide
them home."
9746,477,23,"It is said to take lost spirits into its pliant body and
guide them home."
9747,477,24,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there."
9748,477,25,"It is said to take lost spirits into its pliant body and
guide them home."
9749,477,26,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there."
9750,478,12,"It freezes foes with an icy breath
nearly -60 degrees F. What seems
to be its body is actually hollow."
9751,478,13,"It freezes foes with an icy breath
nearly -60 degrees F. What seems
to be its body is actually hollow."
9752,478,14,"It freezes prey by blowing its -58
degrees F breath. It is said to
then secretly display its prey."
9753,478,15,"Legends in snowy regions say that
a woman who was lost on an icy
mountain was reborn as FROSLASS."
9754,478,16,"Legends in snowy regions say that
a woman who was lost on an icy
mountain was reborn as FROSLASS"
9755,478,17,"It freezes prey by blowing its -58
degrees F breath. It is said to
then secretly display its prey."
9756,478,18,"It freezes prey by blowing its -58
degrees F breath. It is said to
then secretly display its prey."
9757,478,21,"It freezes prey by blowing its -58
degrees F breath. It is said to
then secretly display its prey."
9758,478,22,"It freezes prey by blowing its -58
degrees F breath. It is said to
then secretly display its prey."
9759,478,23,"It freezes foes with an icy breath nearly
-60 degrees Fahrenheit. What seems to be its body
is actually hollow."
9760,478,24,"Legends in snowy regions say that a woman who
was lost on an icy mountain was reborn as Froslass."
9761,478,25,"It freezes foes with an icy breath nearly
-60 degrees Fahrenheit. What seems to be its body
is actually hollow."
9762,478,26,"Legends in snowy regions say that a woman who
was lost on an icy mountain was reborn as Froslass."
9763,478,28,"The soul of a woman lost on a snowy mountain
possessed an icicle, becoming this Pokémon.
The food it most relishes is the souls of men."
9764,478,29,"It freezes hikers who have come to climb snowy
mountains and carries them back to its home. It
only goes after men it thinks are handsome."
9765,479,12,"Its body is composed of plasma. It
is known to infiltrate electronic
devices and wreak havoc."
9766,479,13,"Its body is composed of plasma. It
is known to infiltrate electronic
devices and wreak havoc."
9767,479,14,"Its electric-like body can enter
some kinds of machines and take
control in order to make mischief."
9768,479,15,"Research continues on this Pokémon,
which could be the power source of a
unique motor."
9769,479,16,"Research continues on this Pokémon,
which could be the power source of a
unique motor."
9770,479,17,"Its electric-like body can enter
some kinds of machines and take
control in order to make mischief."
9771,479,18,"Its electric-like body can enter
some kinds of machines and take
control in order to make mischief."
9772,479,21,"Its electric-like body can enter
some kinds of machines and take
control in order to make mischief."
9773,479,22,"Its electric-like body can enter
some kinds of machines and take
control in order to make mischief."
9774,479,23,"Research continues on this Pokémon, which could
be the power source of a unique motor."
9775,479,24,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc."
9776,479,25,"Research continues on this Pokémon, which could
be the power source of a unique motor."
9777,479,26,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc."
9778,480,12,"Known as “The Being of Knowledge.”
It is said that it can wipe out the
memory of those who see its eyes."
9779,480,13,"It is said that its emergence
gave humans the intelligence to
improve their quality of life."
9780,480,14,"When UXIE flew, people gained the
ability to solve problems.
It was the birth of knowledge."
9781,480,15,"According to some sources, this Pokémon
provided people with the intelligence
necessary to solve various problems."
9782,480,16,"According to some sources, this Pokémon
provided people with the intelligence
necessary to solve various problems."
9783,480,17,"When Uxie flew, people gained the
ability to solve problems.
It was the birth of knowledge."
9784,480,18,"When Uxie flew, people gained the
ability to solve problems.
It was the birth of knowledge."
9785,480,21,"When Uxie flew, people gained the
ability to solve problems.
It was the birth of knowledge."
9786,480,22,"When Uxie flew, people gained the
ability to solve problems.
It was the birth of knowledge."
9787,480,23,"Known as “The Being of Knowledge.” It is said that
it can wipe out the memory of those who see
its eyes."
9788,480,24,"It is said that its emergence gave humans the
intelligence to improve their quality of life."
9789,480,25,"Known as “The Being of Knowledge.” It is said that
it can wipe out the memory of those who see
its eyes."
9790,480,26,"It is said that its emergence gave humans the
intelligence to improve their quality of life."
9791,481,12,"Known as “The Being of Emotion.”
It taught humans the nobility of
sorrow, pain, and joy."
9792,481,13,"It sleeps at the bottom of a lake.
Its spirit is said to leave its body
to fly on the lake’s surface."
9793,481,14,"When MESPRIT flew, people learned
the joy and sadness of living.
It was the birth of emotions."
9794,481,15,"This Pokémon is said to have endowed
the human heart with emotions, such as
sorrow and joy."
9795,481,16,"This Pokémon is said to have endowed
the human heart with emotions, such as
sorrow and joy."
9796,481,17,"When Mesprit flew, people learned
the joy and sadness of living.
It was the birth of emotions."
9797,481,18,"When Mesprit flew, people learned
the joy and sadness of living.
It was the birth of emotions."
9798,481,21,"When Mesprit flew, people learned
the joy and sadness of living.
It was the birth of emotions."
9799,481,22,"When Mesprit flew, people learned
the joy and sadness of living.
It was the birth of emotions."
9800,481,23,"Known as “The Being of Emotion.” It taught
humans the nobility of sorrow, pain, and joy."
9801,481,24,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake’s surface."
9802,481,25,"Known as “The Being of Emotion.” It taught
humans the nobility of sorrow, pain, and joy."
9803,481,26,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake’s surface."
9804,482,12,"Known as “The Being of Willpower.”
It sleeps at the bottom of a lake
to keep the world in balance."
9805,482,13,"It is thought that UXIE, MESPRIT
and AZELF all came from the same
egg."
9806,482,14,"When AZELF flew, people gained the
determination to do things.
It was the birth of willpower."
9807,482,15,"This Pokémon is said to have endowed
humans with the determination needed
to face any of life’s difficulties."
9808,482,16,"This Pokémon is said to have endowed
humans with the determination needed
to face any of life’s difficulties."
9809,482,17,"When Azelf flew, people gained the
determination to do things.
It was the birth of willpower."
9810,482,18,"When Azelf flew, people gained the
determination to do things.
It was the birth of willpower."
9811,482,21,"When Azelf flew, people gained the
determination to do things.
It was the birth of willpower."
9812,482,22,"When Azelf flew, people gained the
determination to do things.
It was the birth of willpower."
9813,482,23,"Known as “The Being of Willpower.” It sleeps at the
bottom of a lake to keep the world in balance."
9814,482,24,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg."
9815,482,25,"Known as “The Being of Willpower.” It sleeps at the
bottom of a lake to keep the world in balance."
9816,482,26,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg."
9817,483,12,"It has the power to control time.
It appears in Sinnoh-region myths
as an ancient deity."
9818,483,13,"A Pokémon spoken of in legend.
It is said that time began moving
when DIALGA was born."
9819,483,14,"A legendary Pokémon of Sinnoh.
It is said that time flows when
DIALGA’s heart beats."
9820,483,15,"This Pokémon completely controls the
flow of time. It uses its power to travel
at will through the past and future."
9821,483,16,"This Pokémon completely controls the
flow of time. It uses its power to travel
at will through the past and future."
9822,483,17,"A legendary Pokémon of Sinnoh.
It is said that time flows when
Dialga’s heart beats."
9823,483,18,"A legendary Pokémon of Sinnoh.
It is said that time flows when
Dialga’s heart beats."
9824,483,21,"A legendary Pokémon of Sinnoh.
It is said that time flows when
Dialga’s heart beats."
9825,483,22,"A legendary Pokémon of Sinnoh.
It is said that time flows when
Dialga’s heart beats."
9826,483,23,"A Pokémon spoken of in legend. It is said that time
began moving when Dialga was born."
9827,483,24,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity."
9828,483,25,"A Pokémon spoken of in legend. It is said that time
began moving when Dialga was born."
9829,483,26,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity."
9830,484,12,"It has the ability to distort
space. It is described as a deity
in Sinnoh-region mythology."
9831,484,13,"It is said to live in a gap in the
spatial dimension parallel to ours.
It appears in mythology."
9832,484,14,"A legendary Pokémon of Sinnoh.
It is said that space becomes more
stable with PALKIA’s every breath."
9833,484,15,"Its total control over the boundaries
of space enable it to transport itself to
faraway places or even other dimensions."
9834,484,16,"Its total control over the boundaries
of space enable it to transport itself to
faraway places or even other dimensions."
9835,484,17,"A legendary Pokémon of Sinnoh.
It is said that space becomes more
stable with Palkia’s every breath."
9836,484,18,"A legendary Pokémon of Sinnoh.
It is said that space becomes more
stable with Palkia’s every breath."
9837,484,21,"A legendary Pokémon of Sinnoh.
It is said that space becomes more
stable with Palkia’s every breath."
9838,484,22,"A legendary Pokémon of Sinnoh.
It is said that space becomes more
stable with Palkia’s every breath."
9839,484,23,"It is said to live in a gap in the spatial dimension
parallel to ours. It appears in mythology."
9840,484,24,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology."
9841,484,25,"It is said to live in a gap in the spatial dimension
parallel to ours. It appears in mythology."
9842,484,26,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology."
9843,485,12,"It dwells in volcanic caves. It
digs in with its cross-shaped feet
to crawl on ceilings and walls."
9844,485,13,"It dwells in volcanic caves. It
digs in with its cross-shaped feet
to crawl on ceilings and walls."
9845,485,14,"Its body is made of rugged steel.
However, it is partially melted in
spots because of its own heat."
9846,485,15,"Boiling blood, like magma, circulates
through its body. It makes its dwelling
place in volcanic caves."
9847,485,16,"Boiling blood, like magma, circulates
through its body. It makes its dwelling
place in volcanic caves."
9848,485,17,"Its body is made of rugged steel.
However, it is partially melted in
spots because of its own heat."
9849,485,18,"Its body is made of rugged steel.
However, it is partially melted in
spots because of its own heat."
9850,485,21,"Its body is made of rugged steel.
However, it is partially melted in
spots because of its own heat."
9851,485,22,"Its body is made of rugged steel.
However, it is partially melted in
spots because of its own heat."
9852,485,23,"It dwells in volcanic caves. It digs in with its
cross-shaped feet to crawl on ceilings and walls."
9853,485,24,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves."
9854,485,25,"It dwells in volcanic caves. It digs in with its
cross-shaped feet to crawl on ceilings and walls."
9855,485,26,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves."
9856,486,12,"There is an enduring legend that
states this Pokémon towed
continents with ropes."
9857,486,13,"There is an enduring legend that
states this Pokémon towed
continents with ropes."
9858,486,14,"It is said to have made Pokémon
that look like itself from a special
ice mountain, rocks, and magma."
9859,486,15,"It is believed to have shaped
REGIROCK, REGICE, and REGISTEEL
out of clay, ice, and magma."
9860,486,16,"It is believed to have shaped
REGIROCK, REGICE, and REGISTEEL
out of clay, ice, and magma."
9861,486,17,"It is said to have made Pokémon
that look like itself from a special
ice mountain, rocks, and magma."
9862,486,18,"It is said to have made Pokémon
that look like itself from a special
ice mountain, rocks, and magma."
9863,486,21,"It is said to have made Pokémon
that look like itself from a special
ice mountain, rocks, and magma."
